Ticker,Date,MarketOpen,High,Low,MarketClose,Adj Close,Volume,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7
TataMotors,20-01-2015,533.0327148,555.0465698,529.0751343,553.265686,549.6272583,6140342,529.2816162,516.7498779,523.8266602,511.4422913,510.5577087,513.3589478,513.3589478,522.1206229,13.92925568
TataMotors,21-01-2015,550.9406128,552.5236206,540.2057495,545.6473999,542.0591431,6521363,549.6272583,529.2816162,516.7498779,523.8266602,511.4422913,510.5577087,513.3589478,526.2206508,15.09553475
TataMotors,22-01-2015,544.8063965,562.664856,542.7286987,560.4882202,556.8023071,6010572,542.0591431,549.6272583,529.2816162,516.7498779,523.8266602,511.4422913,510.5577087,532.827022,17.08631022
TataMotors,23-01-2015,568.8980103,584.8765869,567.9086304,582.2052612,578.3765259,7764736,556.8023071,542.0591431,549.6272583,529.2816162,516.7498779,523.8266602,511.4422913,542.3890555,21.32711569
TataMotors,27-01-2015,589.7246094,601.2509766,589.7246094,598.1343994,594.2009277,7213518,578.3765259,556.8023071,542.0591431,549.6272583,529.2816162,516.7498779,523.8266602,552.4425223,26.96132229
TataMotors,28-01-2015,592.6433105,592.8411865,580.7706299,582.9473267,579.1137085,8297785,594.2009277,578.3765259,556.8023071,542.0591431,549.6272583,529.2816162,516.7498779,561.351641,23.24958043
TataMotors,29-01-2015,579.78125,594.3252563,574.4385986,592.2475586,588.3528442,5874507,579.1137085,594.2009277,578.3765259,556.8023071,542.0591431,549.6272583,529.2816162,569.7903878,20.18807111
TataMotors,30-01-2015,595.0178223,598.2828369,574.9332886,578.9403076,575.1330566,4180985,588.3528442,579.1137085,594.2009277,578.3765259,556.8023071,542.0591431,549.6272583,573.4340733,18.14022464
TataMotors,02-02-2015,581.5621338,589.5762329,574.6859131,586.2122803,582.3572388,4363228,575.1330566,588.3528442,579.1137085,594.2009277,578.3765259,556.8023071,542.0591431,579.1909441,11.81561258
TataMotors,03-02-2015,591.3076172,605.901123,589.8730469,596.8977051,592.9723511,6100343,582.3572388,575.1330566,588.3528442,579.1137085,594.2009277,578.3765259,556.8023071,584.3580933,7.521439388
TataMotors,04-02-2015,600.2120972,600.2120972,581.9579468,585.1239624,581.276062,3398715,592.9723511,582.3572388,575.1330566,588.3528442,579.1137085,594.2009277,578.3765259,584.7723127,7.210536582
TataMotors,05-02-2015,584.7282104,596.5018921,575.8237305,582.9473267,579.1137085,6847443,581.276062,592.9723511,582.3572388,575.1330566,588.3528442,579.1137085,594.2009277,582.6169957,6.090351748
TataMotors,06-02-2015,561.0323486,565.9298096,546.3399658,553.661438,550.0204468,12221202,579.1137085,581.276062,592.9723511,582.3572388,575.1330566,588.3528442,579.1137085,578.4608154,13.85580171
TataMotors,09-02-2015,544.1633301,548.5661011,535.555603,536.8912964,533.3605347,4628548,550.0204468,579.1137085,581.276062,592.9723511,582.3572388,575.1330566,588.3528442,570.6047712,21.03988483
TataMotors,10-02-2015,538.2269897,561.97229,537.5838623,558.1136475,554.4433594,5617236,533.3605347,550.0204468,579.1137085,581.276062,592.9723511,582.3572388,575.1330566,567.6491002,21.73934392
TataMotors,11-02-2015,560.9829102,565.3361816,547.4777832,552.9688721,549.3323975,4637550,554.4433594,533.3605347,550.0204468,579.1137085,581.276062,592.9723511,582.3572388,562.9312657,21.59846047
